"Anno","Mese","Cantone","Pernottamenti"
"2015","Dicembre","Obwalden",34778
"2015","Dicembre","Nidwalden",12949
"2015","Dicembre","Glarus",6698
"2015","Dicembre","Zug",20750
"2015","Dicembre","Fribourg / Freiburg",25967
"2015","Dicembre","Solothurn",22575
"2015","Dicembre","Basel-Stadt",85432
"2015","Dicembre","Basel-Landschaft",18186
"2015","Dicembre","Schaffhausen",7654
"2015","Dicembre","Appenzell Ausserrhoden",7883
"2015","Dicembre","Appenzell Innerrhoden",7789
"2015","Dicembre","St. Gallen",63556
"2015","Dicembre","Graubünden / Grigioni / Grischun",441228
"2015","Dicembre","Aargau",45689
"2015","Dicembre","Thurgau",24971
"2015","Dicembre","Ticino",75598
"2015","Dicembre","Vaud",180521
"2015","Dicembre","Valais / Wallis",330423
"2015","Dicembre","Neuchâtel",13326
"2015","Dicembre","Genève",201618
"2015","Dicembre","Jura",4977
"2016","Gennaio","Schweiz",2574777
"2016","Gennaio","Zürich",324125
"2016","Gennaio","Bern / Berne",337206
"2016","Gennaio","Luzern",96718
"2016","Gennaio","Uri",14488
"2016","Gennaio","Schwyz",32686
"2016","Gennaio","Obwalden",41818
"2016","Gennaio","Nidwalden",11689
"2016","Gennaio","Glarus",9136
"2016","Gennaio","Zug",18879
"2016","Gennaio","Fribourg / Freiburg",25055
"2016","Gennaio","Solothurn",26003
"2016","Gennaio","Basel-Stadt",79284
"2016","Gennaio","Basel-Landschaft",19371
"2016","Gennaio","Schaffhausen",8363
"2016","Gennaio","Appenzell Ausserrhoden",7908
"2016","Gennaio","Appenzell Innerrhoden",6543
"2016","Gennaio","St. Gallen",67891
"2016","Gennaio","Graubünden / Grigioni / Grischun",545363
"2016","Gennaio","Aargau",46011
"2016","Gennaio","Thurgau",20464
"2016","Gennaio","Ticino",59668
"2016","Gennaio","Vaud",182917
"2016","Gennaio","Valais / Wallis",373871
"2016","Gennaio","Neuchâtel",13864
"2016","Gennaio","Genève",200319
"2016","Gennaio","Jura",5137
"2016","Febbraio","Schweiz",3085026
"2016","Febbraio","Zürich",321019
"2016","Febbraio","Bern / Berne",421065
"2016","Febbraio","Luzern",110969
"2016","Febbraio","Uri",18755
"2016","Febbraio","Schwyz",43995
"2016","Febbraio","Obwalden",58640
"2016","Febbraio","Nidwalden",16162
"2016","Febbraio","Glarus",15177
"2016","Febbraio","Zug",19015
"2016","Febbraio","Fribourg / Freiburg",28847
"2016","Febbraio","Solothurn",25599
"2016","Febbraio","Basel-Stadt",85424
"2016","Febbraio","Basel-Landschaft",19397
"2016","Febbraio","Schaffhausen",9128
"2016","Febbraio","Appenzell Ausserrhoden",7403
"2016","Febbraio","Appenzell Innerrhoden",5887
"2016","Febbraio","St. Gallen",83907
"2016","Febbraio","Graubünden / Grigioni / Grischun",725448
"2016","Febbraio","Aargau",52748
"2016","Febbraio","Thurgau",23321
"2016","Febbraio","Ticino",65595
"2016","Febbraio","Vaud",216096
"2016","Febbraio","Valais / Wallis",489234
"2016","Febbraio","Neuchâtel",14227
"2016","Febbraio","Genève",202286
"2016","Febbraio","Jura",5682
"2016","Marzo","Schweiz",3166213
"2016","Marzo","Zürich",373221
"2016","Marzo","Bern / Berne",383687
"2016","Marzo","Luzern",135809
"2016","Marzo","Uri",17474
"2016","Marzo","Schwyz",39965
"2016","Marzo","Obwalden",56363
"2016","Marzo","Nidwalden",16274
"2016","Marzo","Glarus",10568
"2016","Marzo","Zug",22043
"2016","Marzo","Fribourg / Freiburg",32148
"2016","Marzo","Solothurn",28675
"2016","Marzo","Basel-Stadt",103248
"2016","Marzo","Basel-Landschaft",25692
"2016","Marzo","Schaffhausen",9724
"2016","Marzo","Appenzell Ausserrhoden",8986
"2016","Marzo","Appenzell Innerrhoden",6518
"2016","Marzo","St. Gallen",77637
"2016","Marzo","Graubünden / Grigioni / Grischun",634209
"2016","Marzo","Aargau",57359
"2016","Marzo","Thurgau",29937
"2016","Marzo","Ticino",134830
"2016","Marzo","Vaud",226453
"2016","Marzo","Valais / Wallis",453181
"2016","Marzo","Neuchâtel",15750
"2016","Marzo","Genève",259447
"2016","Marzo","Jura",7015
"2016","Aprile","Schweiz",2268587
"2016","Aprile","Zürich",381673
"2016","Aprile","Bern / Berne",265352
"2016","Aprile","Luzern",150294
"2016","Aprile","Uri",11930
"2016","Aprile","Schwyz",42815
"2016","Aprile","Obwalden",36304
"2016","Aprile","Nidwalden",13313
"2016","Aprile","Glarus",6693
"2016","Aprile","Zug",22511
"2016","Aprile","Fribourg / Freiburg",32696
"2016","Aprile","Solothurn",30031
"2016","Aprile","Basel-Stadt",94088
"2016","Aprile","Basel-Landschaft",21661
"2016","Aprile","Schaffhausen",11578
"2016","Aprile","Appenzell Ausserrhoden",9097
"2016","Aprile","Appenzell Innerrhoden",8296
"2016","Aprile","St. Gallen",69576
"2016","Aprile","Graubünden / Grigioni / Grischun",129802
"2016","Aprile","Aargau",61435
"2016","Aprile","Thurgau",34663
"2016","Aprile","Ticino",183742
"2016","Aprile","Vaud",204714
"2016","Aprile","Valais / Wallis",195246
"2016","Aprile","Neuchâtel",18024
"2016","Aprile","Genève",225194
"2016","Aprile","Jura",7859
"2016","Maggio","Schweiz",2660851
"2016","Maggio","Zürich",453252
"2016","Maggio","Bern / Berne",383500
"2016","Maggio","Luzern",203014
"2016","Maggio","Uri",15266
"2016","Maggio","Schwyz",48847
"2016","Maggio","Obwalden",61308
"2016","Maggio","Nidwalden",19717
"2016","Maggio","Glarus",10062
"2016","Maggio","Zug",28201
"2016","Maggio","Fribourg / Freiburg",40095
"2016","Maggio","Solothurn",38388
"2016","Maggio","Basel-Stadt",103813
"2016","Maggio","Basel-Landschaft",25006
"2016","Maggio","Schaffhausen",15656
"2016","Maggio","Appenzell Ausserrhoden",11266
"2016","Maggio","Appenzell Innerrhoden",12813
"2016","Maggio","St. Gallen",77558
"2016","Maggio","Graubünden / Grigioni / Grischun",117993
"2016","Maggio","Aargau",62084
"2016","Maggio","Thurgau",40593
"2016","Maggio","Ticino",244764
"2016","Maggio","Vaud",235120
"2016","Maggio","Valais / Wallis",121818
"2016","Maggio","Neuchâtel",20846
"2016","Maggio","Genève",259214
"2016","Maggio","Jura",10657
"2016","Giugno","Schweiz",3125222
"2016","Giugno","Zürich",492059
"2016","Giugno","Bern / Berne",466651
"2016","Giugno","Luzern",213960
"2016","Giugno","Uri",25550
"2016","Giugno","Schwyz",50603
"2016","Giugno","Obwalden",64269
"2016","Giugno","Nidwalden",20527
"2016","Giugno","Glarus",10531
"2016","Giugno","Zug",29613
"2016","Giugno","Fribourg / Freiburg",42757
"2016","Giugno","Solothurn",39101
"2016","Giugno","Basel-Stadt",121213
"2016","Giugno","Basel-Landschaft",29223
"2016","Giugno","Schaffhausen",16101
"2016","Giugno","Appenzell Ausserrhoden",12476
"2016","Giugno","Appenzell Innerrhoden",15545
"2016","Giugno","St. Gallen",84281
"2016","Giugno","Graubünden / Grigioni / Grischun",258105
"2016","Giugno","Aargau",66959
"2016","Giugno","Thurgau",40998
"2016","Giugno","Ticino",237115
"2016","Giugno","Vaud",261187
"2016","Giugno","Valais / Wallis",210277
"2016","Giugno","Neuchâtel",22291
"2016","Giugno","Genève",284086
"2016","Giugno","Jura",9744
"2016","Luglio","Schweiz",4070731
"2016","Luglio","Zürich",531448
"2016","Luglio","Bern / Berne",631503
"2016","Luglio","Luzern",239358
"2016","Luglio","Uri",38565
"2016","Luglio","Schwyz",60681
"2016","Luglio","Obwalden",73523
"2016","Luglio","Nidwalden",27698
"2016","Luglio","Glarus",13033
"2016","Luglio","Zug",30076
"2016","Luglio","Fribourg / Freiburg",50128
"2016","Luglio","Solothurn",37672
"2016","Luglio","Basel-Stadt",108044
"2016","Luglio","Basel-Landschaft",24177
"2016","Luglio","Schaffhausen",16948
"2016","Luglio","Appenzell Ausserrhoden",11676
"2016","Luglio","Appenzell Innerrhoden",23211
"2016","Luglio","St. Gallen",92397
"2016","Luglio","Graubünden / Grigioni / Grischun",545586
"2016","Luglio","Aargau",56041
"2016","Luglio","Thurgau",47377
"2016","Luglio","Ticino",352725
"2016","Luglio","Vaud",314838
"2016","Luglio","Valais / Wallis",439768
"2016","Luglio","Neuchâtel",22620
"2016","Luglio","Genève",268962
"2016","Luglio","Jura",12676
"2016","Agosto","Schweiz",4095863
"2016","Agosto","Zürich",515421
"2016","Agosto","Bern / Berne",654935
"2016","Agosto","Luzern",242116
"2016","Agosto","Uri",36964
"2016","Agosto","Schwyz",62128
"2016","Agosto","Obwalden",73705
"2016","Agosto","Nidwalden",29052
"2016","Agosto","Glarus",15064
"2016","Agosto","Zug",29436
"2016","Agosto","Fribourg / Freiburg",51466
"2016","Agosto","Solothurn",39895
"2016","Agosto","Basel-Stadt",101569
"2016","Agosto","Basel-Landschaft",25066
"2016","Agosto","Schaffhausen",21199
"2016","Agosto","Appenzell Ausserrhoden",12611
"2016","Agosto","Appenzell Innerrhoden",25953
"2016","Agosto","St. Gallen",100978
"2016","Agosto","Graubünden / Grigioni / Grischun",537299
"2016","Agosto","Aargau",64651
"2016","Agosto","Thurgau",49180
"2016","Agosto","Ticino",340162
"2016","Agosto","Vaud",298891
"2016","Agosto","Valais / Wallis",444281
"2016","Agosto","Neuchâtel",25258
"2016","Agosto","Genève",285367
"2016","Agosto","Jura",13216
"2016","Settembre","Schweiz",3392208
"2016","Settembre","Zürich",485919
"2016","Settembre","Bern / Berne",502589
"2016","Settembre","Luzern",208685
"2016","Settembre","Uri",26367
"2016","Settembre","Schwyz",49435
"2016","Settembre","Obwalden",52229
"2016","Settembre","Nidwalden",23081
"2016","Settembre","Glarus",11507
"2016","Settembre","Zug",26981
"2016","Settembre","Fribourg / Freiburg",45399
"2016","Settembre","Solothurn",37799
"2016","Settembre","Basel-Stadt",110173
"2016","Settembre","Basel-Landschaft",26675
"2016","Settembre","Schaffhausen",16575
"2016","Settembre","Appenzell Ausserrhoden",13271
"2016","Settembre","Appenzell Innerrhoden",21971
"2016","Settembre","St. Gallen",94888
"2016","Settembre","Graubünden / Grigioni / Grischun",368887
"2016","Settembre","Aargau",64106
"2016","Settembre","Thurgau",43546
"2016","Settembre","Ticino",271322
"2016","Settembre","Vaud",270842
"2016","Settembre","Valais / Wallis",312983
"2016","Settembre","Neuchâtel",24313
"2016","Settembre","Genève",270641
"2016","Settembre","Jura",12024
"2016","Ottobre","Schweiz",2764619
"2016","Ottobre","Zürich",432120
"2016","Ottobre","Bern / Berne",366316
"2016","Ottobre","Luzern",174926
"2016","Ottobre","Uri",15691
"2016","Ottobre","Schwyz",52214
"2016","Ottobre","Obwalden",40222
"2016","Ottobre","Nidwalden",16374
"2016","Ottobre","Glarus",13242
"2016","Ottobre","Zug",24474
"2016","Ottobre","Fribourg / Freiburg",41580
"2016","Ottobre","Solothurn",33019
"2016","Ottobre","Basel-Stadt",109077
"2016","Ottobre","Basel-Landschaft",25246
"2016","Ottobre","Schaffhausen",12517
"2016","Ottobre","Appenzell Ausserrhoden",12305
"2016","Ottobre","Appenzell Innerrhoden",16259
"2016","Ottobre","St. Gallen",86037
"2016","Ottobre","Graubünden / Grigioni / Grischun",254137
"2016","Ottobre","Aargau",63782
"2016","Ottobre","Thurgau",35593
"2016","Ottobre","Ticino",230325
"2016","Ottobre","Vaud",219687
"2016","Ottobre","Valais / Wallis",210378
"2016","Ottobre","Neuchâtel",21348
"2016","Ottobre","Genève",247892
"2016","Ottobre","Jura",9858
"2016","Novembre","Schweiz",1878653
"2016","Novembre","Zürich",371181
"2016","Novembre","Bern / Berne",215463
"2016","Novembre","Luzern",122075
"2016","Novembre","Uri",10139
"2016","Novembre","Schwyz",34332
"2016","Novembre","Obwalden",20978
"2016","Novembre","Nidwalden",9965
"2016","Novembre","Glarus",6051
"2016","Novembre","Zug",21585
"2016","Novembre","Fribourg / Freiburg",29963
"2016","Novembre","Solothurn",31872
"2016","Novembre","Basel-Stadt",103345
"2016","Novembre","Basel-Landschaft",22829
"2016","Novembre","Schaffhausen",10650
"2016","Novembre","Appenzell Ausserrhoden",8762
"2016","Novembre","Appenzell Innerrhoden",6268
"2016","Novembre","St. Gallen",68022
"2016","Novembre","Graubünden / Grigioni / Grischun",86352
"2016","Novembre","Aargau",61233
"2016","Novembre","Thurgau",28616
"2016","Novembre","Ticino",83575
"2016","Novembre","Vaud",183000
"2016","Novembre","Valais / Wallis",99694
"2016","Novembre","Neuchâtel",16678
"2016","Novembre","Genève",218459
"2016","Novembre","Jura",7566
"2016","Dicembre","Schweiz",2449826
"2016","Dicembre","Zürich",385730
"2016","Dicembre","Bern / Berne",285498
"2016","Dicembre","Luzern",123734
"2016","Dicembre","Uri",12737
"2016","Dicembre","Schwyz",30061
"2016","Dicembre","Obwalden",34313
"2016","Dicembre","Nidwalden",11160
"2016","Dicembre","Glarus",6569
"2016","Dicembre","Zug",17828
"2016","Dicembre","Fribourg / Freiburg",25000
"2016","Dicembre","Solothurn",23255
"2016","Dicembre","Basel-Stadt",98399
"2016","Dicembre","Basel-Landschaft",17876
"2016","Dicembre","Schaffhausen",7967
"2016","Dicembre","Appenzell Ausserrhoden",7429
"2016","Dicembre","Appenzell Innerrhoden",6925
"2016","Dicembre","St. Gallen",61548
"2016","Dicembre","Graubünden / Grigioni / Grischun",424266
"2016","Dicembre","Aargau",46375
"2016","Dicembre","Thurgau",23293
"2016","Dicembre","Ticino",76516
"2016","Dicembre","Vaud",181822
"2016","Dicembre","Valais / Wallis",317641
"2016","Dicembre","Neuchâtel",12570
"2016","Dicembre","Genève",206328
"2016","Dicembre","Jura",4986
"2017","Gennaio","Schweiz",2709743
"2017","Gennaio","Zürich",333204
"2017","Gennaio","Bern / Berne",362479
"2017","Gennaio","Luzern",107315
"2017","Gennaio","Uri",16399
"2017","Gennaio","Schwyz",33763
"2017","Gennaio","Obwalden",41676
"2017","Gennaio","Nidwalden",13773
"2017","Gennaio","Glarus",10474
"2017","Gennaio","Zug",19280
"2017","Gennaio","Fribourg / Freiburg",24691
"2017","Gennaio","Solothurn",26641
"2017","Gennaio","Basel-Stadt",73159
"2017","Gennaio","Basel-Landschaft",16881
"2017","Gennaio","Schaffhausen",7795
"2017","Gennaio","Appenzell Ausserrhoden",7963
"2017","Gennaio","Appenzell Innerrhoden",6113
"2017","Gennaio","St. Gallen",70218
"2017","Gennaio","Graubünden / Grigioni / Grischun",593615
"2017","Gennaio","Aargau",47835
"2017","Gennaio","Thurgau",20321
"2017","Gennaio","Ticino",61162
"2017","Gennaio","Vaud",188801
"2017","Gennaio","Valais / Wallis",402247
"2017","Gennaio","Neuchâtel",12969
"2017","Gennaio","Genève",206590
"2017","Gennaio","Jura",4379
"2017","Febbraio","Schweiz",3049114
"2017","Febbraio","Zürich",321790
"2017","Febbraio","Bern / Berne",415341
"2017","Febbraio","Luzern",108673
"2017","Febbraio","Uri",19722
"2017","Febbraio","Schwyz",41884
"2017","Febbraio","Obwalden",55161
"2017","Febbraio","Nidwalden",16371
"2017","Febbraio","Glarus",13587
"2017","Febbraio","Zug",17347
"2017","Febbraio","Fribourg / Freiburg",25226
"2017","Febbraio","Solothurn",25221
"2017","Febbraio","Basel-Stadt",79077
"2017","Febbraio","Basel-Landschaft",16661
"2017","Febbraio","Schaffhausen",7527
"2017","Febbraio","Appenzell Ausserrhoden",6001
"2017","Febbraio","Appenzell Innerrhoden",5543
"2017","Febbraio","St. Gallen",81382
"2017","Febbraio","Graubünden / Grigioni / Grischun",736328
"2017","Febbraio","Aargau",47886
"2017","Febbraio","Thurgau",21602
"2017","Febbraio","Ticino",64817
"2017","Febbraio","Vaud",213603
"2017","Febbraio","Valais / Wallis",496823
"2017","Febbraio","Neuchâtel",12848
"2017","Febbraio","Genève",192913
"2017","Febbraio","Jura",5780
"2017","Marzo","Schweiz",3154642
"2017","Marzo","Zürich",385116
"2017","Marzo","Bern / Berne",385164
"2017","Marzo","Luzern",125922
"2017","Marzo","Uri",19676
"2017","Marzo","Schwyz",35028
"2017","Marzo","Obwalden",53229
"2017","Marzo","Nidwalden",16143
"2017","Marzo","Glarus",10962
"2017","Marzo","Zug",25179
"2017","Marzo","Fribourg / Freiburg",29983
"2017","Marzo","Solothurn",31225
"2017","Marzo","Basel-Stadt",125144
"2017","Marzo","Basel-Landschaft",25457
"2017","Marzo","Schaffhausen",9692
"2017","Marzo","Appenzell Ausserrhoden",7801
"2017","Marzo","Appenzell Innerrhoden",5429
"2017","Marzo","St. Gallen",79494
"2017","Marzo","Graubünden / Grigioni / Grischun",593792
"2017","Marzo","Aargau",57566
"2017","Marzo","Thurgau",29577
"2017","Marzo","Ticino",124884
"2017","Marzo","Vaud",236561
"2017","Marzo","Valais / Wallis",433742
"2017","Marzo","Neuchâtel",16779
"2017","Marzo","Genève",285092
"2017","Marzo","Jura",6005
"2017","Aprile","Schweiz",2546968
"2017","Aprile","Zürich",403746
"2017","Aprile","Bern / Berne",330281
"2017","Aprile","Luzern",162620
"2017","Aprile","Uri",13098
"2017","Aprile","Schwyz",41995
"2017","Aprile","Obwalden",41794
"2017","Aprile","Nidwalden",16722
"2017","Aprile","Glarus",7897
"2017","Aprile","Zug",22788
"2017","Aprile","Fribourg / Freiburg",33684
"2017","Aprile","Solothurn",28140
"2017","Aprile","Basel-Stadt",99384
"2017","Aprile","Basel-Landschaft",19785
"2017","Aprile","Schaffhausen",10910
"2017","Aprile","Appenzell Ausserrhoden",8500
"2017","Aprile","Appenzell Innerrhoden",8199
"2017","Aprile","St. Gallen",68628
"2017","Aprile","Graubünden / Grigioni / Grischun",174053
"2017","Aprile","Aargau",51627
"2017","Aprile","Thurgau",31581
"2017","Aprile","Ticino",251233
"2017","Aprile","Vaud",209188
"2017","Aprile","Valais / Wallis",262414
"2017","Aprile","Neuchâtel",17211
"2017","Aprile","Genève",223637
"2017","Aprile","Jura",7853
"2017","Maggio","Schweiz",2791766
"2017","Maggio","Zürich",495980
"2017","Maggio","Bern / Berne",405591
"2017","Maggio","Luzern",203868
"2017","Maggio","Uri",16144
"2017","Maggio","Schwyz",45615
"2017","Maggio","Obwalden",63501
"2017","Maggio","Nidwalden",20550
"2017","Maggio","Glarus",8588
"2017","Maggio","Zug",32247
"2017","Maggio","Fribourg / Freiburg",40549
"2017","Maggio","Solothurn",40981
"2017","Maggio","Basel-Stadt",123305
"2017","Maggio","Basel-Landschaft",26613
"2017","Maggio","Schaffhausen",15429
"2017","Maggio","Appenzell Ausserrhoden",10867
"2017","Maggio","Appenzell Innerrhoden",13188
"2017","Maggio","St. Gallen",79954
"2017","Maggio","Graubünden / Grigioni / Grischun",122298
"2017","Maggio","Aargau",66787
"2017","Maggio","Thurgau",39858
"2017","Maggio","Ticino",233773
"2017","Maggio","Vaud",252169
"2017","Maggio","Valais / Wallis",131086
"2017","Maggio","Neuchâtel",21157
"2017","Maggio","Genève",272273
"2017","Maggio","Jura",9395
"2017","Giugno","Schweiz",3430831
"2017","Giugno","Zürich",531274
"2017","Giugno","Bern / Berne",528478
"2017","Giugno","Luzern",228088
"2017","Giugno","Uri",25211
"2017","Giugno","Schwyz",53242
"2017","Giugno","Obwalden",72178
"2017","Giugno","Nidwalden",23168
"2017","Giugno","Glarus",12487
"2017","Giugno","Zug",31001
"2017","Giugno","Fribourg / Freiburg",44371
"2017","Giugno","Solothurn",41408
"2017","Giugno","Basel-Stadt",126741
"2017","Giugno","Basel-Landschaft",26958
"2017","Giugno","Schaffhausen",16926
"2017","Giugno","Appenzell Ausserrhoden",11914
"2017","Giugno","Appenzell Innerrhoden",18437
"2017","Giugno","St. Gallen",91711
"2017","Giugno","Graubünden / Grigioni / Grischun",301563
"2017","Giugno","Aargau",71496
"2017","Giugno","Thurgau",41022
"2017","Giugno","Ticino",271863
"2017","Giugno","Vaud",276864
"2017","Giugno","Valais / Wallis",262674
"2017","Giugno","Neuchâtel",24594
"2017","Giugno","Genève",286363
"2017","Giugno","Jura",10799
"2017","Luglio","Schweiz",4289083
"2017","Luglio","Zürich",554212
"2017","Luglio","Bern / Berne",678802
"2017","Luglio","Luzern",251083
"2017","Luglio","Uri",37946
"2017","Luglio","Schwyz",58558
"2017","Luglio","Obwalden",79405
"2017","Luglio","Nidwalden",29392
"2017","Luglio","Glarus",14581
"2017","Luglio","Zug",30207
"2017","Luglio","Fribourg / Freiburg",51209
"2017","Luglio","Solothurn",39884
"2017","Luglio","Basel-Stadt",122310
"2017","Luglio","Basel-Landschaft",26907
"2017","Luglio","Schaffhausen",16781
"2017","Luglio","Appenzell Ausserrhoden",12166
"2017","Luglio","Appenzell Innerrhoden",22390
"2017","Luglio","St. Gallen",96190
"2017","Luglio","Graubünden / Grigioni / Grischun",559521
"2017","Luglio","Aargau",63050
"2017","Luglio","Thurgau",47648
"2017","Luglio","Ticino",375617
"2017","Luglio","Vaud",318405
"2017","Luglio","Valais / Wallis",472994
"2017","Luglio","Neuchâtel",24512
"2017","Luglio","Genève",293263
"2017","Luglio","Jura",12050
"2017","Agosto","Schweiz",4265016
"2017","Agosto","Zürich",558183
"2017","Agosto","Bern / Berne",686228
"2017","Agosto","Luzern",253869
"2017","Agosto","Uri",37948
"2017","Agosto","Schwyz",58665
"2017","Agosto","Obwalden",77258
"2017","Agosto","Nidwalden",30002
"2017","Agosto","Glarus",16021
"2017","Agosto","Zug",29401
"2017","Agosto","Fribourg / Freiburg",52296
"2017","Agosto","Solothurn",41085
"2017","Agosto","Basel-Stadt",116561
"2017","Agosto","Basel-Landschaft",28218
"2017","Agosto","Schaffhausen",19845
"2017","Agosto","Appenzell Ausserrhoden",13003
"2017","Agosto","Appenzell Innerrhoden",25474
"2017","Agosto","St. Gallen",100459
"2017","Agosto","Graubünden / Grigioni / Grischun",553927
"2017","Agosto","Aargau",66465
"2017","Agosto","Thurgau",47753
"2017","Agosto","Ticino",346450
"2017","Agosto","Vaud",302769
"2017","Agosto","Valais / Wallis",467822
"2017","Agosto","Neuchâtel",25465
"2017","Agosto","Genève",296714
"2017","Agosto","Jura",13135
"2017","Settembre","Schweiz",3569618
"2017","Settembre","Zürich",517018
"2017","Settembre","Bern / Berne",529233
"2017","Settembre","Luzern",219559
"2017","Settembre","Uri",24610
"2017","Settembre","Schwyz",48241
"2017","Settembre","Obwalden",57814
"2017","Settembre","Nidwalden",25567
"2017","Settembre","Glarus",12360
"2017","Settembre","Zug",30066
"2017","Settembre","Fribourg / Freiburg",47325
"2017","Settembre","Solothurn",42074
"2017","Settembre","Basel-Stadt",117306
"2017","Settembre","Basel-Landschaft",28238
"2017","Settembre","Schaffhausen",17714
"2017","Settembre","Appenzell Ausserrhoden",12950
"2017","Settembre","Appenzell Innerrhoden",19934
"2017","Settembre","St. Gallen",94606
"2017","Settembre","Graubünden / Grigioni / Grischun",380421
"2017","Settembre","Aargau",70408
"2017","Settembre","Thurgau",42061
"2017","Settembre","Ticino",294384
"2017","Settembre","Vaud",286874
"2017","Settembre","Valais / Wallis",333009
"2017","Settembre","Neuchâtel",24676
"2017","Settembre","Genève",282314
"2017","Settembre","Jura",10856
"2017","Ottobre","Schweiz",2980995
"2017","Ottobre","Zürich",465202
"2017","Ottobre","Bern / Berne",415365
"2017","Ottobre","Luzern",184492
"2017","Ottobre","Uri",15813
"2017","Ottobre","Schwyz",52768
"2017","Ottobre","Obwalden",45422
"2017","Ottobre","Nidwalden",18027
"2017","Ottobre","Glarus",12277
"2017","Ottobre","Zug",27771
"2017","Ottobre","Fribourg / Freiburg",40108
"2017","Ottobre","Solothurn",38236
"2017","Ottobre","Basel-Stadt",122555
"2017","Ottobre","Basel-Landschaft",25161
"2017","Ottobre","Schaffhausen",13018
"2017","Ottobre","Appenzell Ausserrhoden",12419
"2017","Ottobre","Appenzell Innerrhoden",15542
"2017","Ottobre","St. Gallen",82196
"2017","Ottobre","Graubünden / Grigioni / Grischun",286081
"2017","Ottobre","Aargau",64247
"2017","Ottobre","Thurgau",34452
"2017","Ottobre","Ticino",267758
"2017","Ottobre","Vaud",229102
"2017","Ottobre","Valais / Wallis",225049
"2017","Ottobre","Neuchâtel",20763
"2017","Ottobre","Genève",256576
"2017","Ottobre","Jura",10595
"2017","Novembre","Schweiz",1973338
"2017","Novembre","Zürich",395446
"2017","Novembre","Bern / Berne",233231
"2017","Novembre","Luzern",125312
"2017","Novembre","Uri",9919
"2017","Novembre","Schwyz",32083
"2017","Novembre","Obwalden",19587
"2017","Novembre","Nidwalden",13329
"2017","Novembre","Glarus",5219
"2017","Novembre","Zug",22215
"2017","Novembre","Fribourg / Freiburg",30376
"2017","Novembre","Solothurn",33746
"2017","Novembre","Basel-Stadt",118545
"2017","Novembre","Basel-Landschaft",22215
"2017","Novembre","Schaffhausen",9907
"2017","Novembre","Appenzell Ausserrhoden",8246
"2017","Novembre","Appenzell Innerrhoden",6035
"2017","Novembre","St. Gallen",66434
"2017","Novembre","Graubünden / Grigioni / Grischun",94225
"2017","Novembre","Aargau",60982
"2017","Novembre","Thurgau",29244
"2017","Novembre","Ticino",88832
"2017","Novembre","Vaud",186900
"2017","Novembre","Valais / Wallis",103551
"2017","Novembre","Neuchâtel",17670
"2017","Novembre","Genève",232274
"2017","Novembre","Jura",7815
"2017","Dicembre","Schweiz",2631626
"2017","Dicembre","Zürich",424607
"2017","Dicembre","Bern / Berne",313884
"2017","Dicembre","Luzern",134542
"2017","Dicembre","Uri",14408
"2017","Dicembre","Schwyz",32657
"2017","Dicembre","Obwalden",38643
"2017","Dicembre","Nidwalden",17614
"2017","Dicembre","Glarus",6965
"2017","Dicembre","Zug",17511
"2017","Dicembre","Fribourg / Freiburg",26639
"2017","Dicembre","Solothurn",25003
"2017","Dicembre","Basel-Stadt",103960
"2017","Dicembre","Basel-Landschaft",18726
"2017","Dicembre","Schaffhausen",7479
"2017","Dicembre","Appenzell Ausserrhoden",8031
"2017","Dicembre","Appenzell Innerrhoden",6741
"2017","Dicembre","St. Gallen",67892
"2017","Dicembre","Graubünden / Grigioni / Grischun",457535
"2017","Dicembre","Aargau",47484
"2017","Dicembre","Thurgau",22456
"2017","Dicembre","Ticino",74326
"2017","Dicembre","Vaud",188340
"2017","Dicembre","Valais / Wallis",331849
"2017","Dicembre","Neuchâtel",12901
"2017","Dicembre","Genève",226426
"2017","Dicembre","Jura",5007
"2018","Gennaio","Schweiz",2871590
"2018","Gennaio","Zürich",368422
"2018","Gennaio","Bern / Berne",378452
"2018","Gennaio","Luzern",103150
"2018","Gennaio","Uri",18389
"2018","Gennaio","Schwyz",35028
"2018","Gennaio","Obwalden",48060
"2018","Gennaio","Nidwalden",18693
"2018","Gennaio","Glarus",9341
"2018","Gennaio","Zug",19315
"2018","Gennaio","Fribourg / Freiburg",24948
"2018","Gennaio","Solothurn",28051
"2018","Gennaio","Basel-Stadt",91259
"2018","Gennaio","Basel-Landschaft",18077
"2018","Gennaio","Schaffhausen",6846
"2018","Gennaio","Appenzell Ausserrhoden",7154
"2018","Gennaio","Appenzell Innerrhoden",2430
"2018","Gennaio","St. Gallen",72053
"2018","Gennaio","Graubünden / Grigioni / Grischun",634844
"2018","Gennaio","Aargau",45539
"2018","Gennaio","Thurgau",21123
"2018","Gennaio","Ticino",59195
"2018","Gennaio","Vaud",199324
"2018","Gennaio","Valais / Wallis",423531
"2018","Gennaio","Neuchâtel",14806
"2018","Gennaio","Genève",219640
"2018","Gennaio","Jura",3920
"2018","Febbraio","Schweiz",3194275
"2018","Febbraio","Zürich",330179
"2018","Febbraio","Bern / Berne",448143
"2018","Febbraio","Luzern",111980
"2018","Febbraio","Uri",21451
"2018","Febbraio","Schwyz",43095
"2018","Febbraio","Obwalden",62665
"2018","Febbraio","Nidwalden",21193
"2018","Febbraio","Glarus",12979
"2018","Febbraio","Zug",18306
"2018","Febbraio","Fribourg / Freiburg",26323
