"Anno","Mese","Cantone","Pernottamenti"
"2008","Novembre","Nidwalden",8683
"2008","Novembre","Glarus",5436
"2008","Novembre","Zug",20638
"2008","Novembre","Fribourg / Freiburg",24457
"2008","Novembre","Solothurn",29222
"2008","Novembre","Basel-Stadt",85579
"2008","Novembre","Basel-Landschaft",19716
"2008","Novembre","Schaffhausen",8543
"2008","Novembre","Appenzell Ausserrhoden",9759
"2008","Novembre","Appenzell Innerrhoden",6659
"2008","Novembre","St. Gallen",64707
"2008","Novembre","Graubünden / Grigioni / Grischun",91286
"2008","Novembre","Aargau",62519
"2008","Novembre","Thurgau",26524
"2008","Novembre","Ticino",87937
"2008","Novembre","Vaud",149314
"2008","Novembre","Valais / Wallis",113009
"2008","Novembre","Neuchâtel",16943
"2008","Novembre","Genève",217570
"2008","Novembre","Jura",4893
"2008","Dicembre","Schweiz",2519001
"2008","Dicembre","Zürich",287190
"2008","Dicembre","Bern / Berne",321198
"2008","Dicembre","Luzern",102378
"2008","Dicembre","Uri",12479
"2008","Dicembre","Schwyz",37797
"2008","Dicembre","Obwalden",41376
"2008","Dicembre","Nidwalden",11553
"2008","Dicembre","Glarus",8786
"2008","Dicembre","Zug",17393
"2008","Dicembre","Fribourg / Freiburg",22568
"2008","Dicembre","Solothurn",21408
"2008","Dicembre","Basel-Stadt",70879
"2008","Dicembre","Basel-Landschaft",15252
"2008","Dicembre","Schaffhausen",5739
"2008","Dicembre","Appenzell Ausserrhoden",10711
"2008","Dicembre","Appenzell Innerrhoden",7994
"2008","Dicembre","St. Gallen",75131
"2008","Dicembre","Graubünden / Grigioni / Grischun",568069
"2008","Dicembre","Aargau",45079
"2008","Dicembre","Thurgau",20082
"2008","Dicembre","Ticino",73114
"2008","Dicembre","Vaud",165279
"2008","Dicembre","Valais / Wallis",382230
"2008","Dicembre","Neuchâtel",12849
"2008","Dicembre","Genève",179164
"2008","Dicembre","Jura",3303
"2009","Gennaio","Schweiz",2892780
"2009","Gennaio","Zürich",266839
"2009","Gennaio","Bern / Berne",416685
"2009","Gennaio","Luzern",90456
"2009","Gennaio","Uri",17150
"2009","Gennaio","Schwyz",42028
"2009","Gennaio","Obwalden",51972
"2009","Gennaio","Nidwalden",13446
"2009","Gennaio","Glarus",15124
"2009","Gennaio","Zug",17304
"2009","Gennaio","Fribourg / Freiburg",19771
"2009","Gennaio","Solothurn",22158
"2009","Gennaio","Basel-Stadt",60270
"2009","Gennaio","Basel-Landschaft",15090
"2009","Gennaio","Schaffhausen",4789
"2009","Gennaio","Appenzell Ausserrhoden",8280
"2009","Gennaio","Appenzell Innerrhoden",7567
"2009","Gennaio","St. Gallen",84973
"2009","Gennaio","Graubünden / Grigioni / Grischun",752558
"2009","Gennaio","Aargau",46493
"2009","Gennaio","Thurgau",18085
"2009","Gennaio","Ticino",57896
"2009","Gennaio","Vaud",173708
"2009","Gennaio","Valais / Wallis",496330
"2009","Gennaio","Neuchâtel",12489
"2009","Gennaio","Genève",177493
"2009","Gennaio","Jura",3826
"2009","Febbraio","Schweiz",3193670
"2009","Febbraio","Zürich",252304
"2009","Febbraio","Bern / Berne",467773
"2009","Febbraio","Luzern",87588
"2009","Febbraio","Uri",19043
"2009","Febbraio","Schwyz",49129
"2009","Febbraio","Obwalden",59301
"2009","Febbraio","Nidwalden",14973
"2009","Febbraio","Glarus",17371
"2009","Febbraio","Zug",17132
"2009","Febbraio","Fribourg / Freiburg",24611
"2009","Febbraio","Solothurn",21551
"2009","Febbraio","Basel-Stadt",68401
"2009","Febbraio","Basel-Landschaft",18280
"2009","Febbraio","Schaffhausen",5416
"2009","Febbraio","Appenzell Ausserrhoden",9158
"2009","Febbraio","Appenzell Innerrhoden",6076
"2009","Febbraio","St. Gallen",95098
"2009","Febbraio","Graubünden / Grigioni / Grischun",835145
"2009","Febbraio","Aargau",46657
"2009","Febbraio","Thurgau",20875
"2009","Febbraio","Ticino",67588
"2009","Febbraio","Vaud",198449
"2009","Febbraio","Valais / Wallis",592903
"2009","Febbraio","Neuchâtel",14078
"2009","Febbraio","Genève",180524
"2009","Febbraio","Jura",4246
"2009","Marzo","Schweiz",3092601
"2009","Marzo","Zürich",317292
"2009","Marzo","Bern / Berne",386664
"2009","Marzo","Luzern",99775
"2009","Marzo","Uri",18460
"2009","Marzo","Schwyz",39497
"2009","Marzo","Obwalden",51769
"2009","Marzo","Nidwalden",13064
"2009","Marzo","Glarus",11022
"2009","Marzo","Zug",19620
"2009","Marzo","Fribourg / Freiburg",25373
"2009","Marzo","Solothurn",29895
"2009","Marzo","Basel-Stadt",100690
"2009","Marzo","Basel-Landschaft",26025
"2009","Marzo","Schaffhausen",7996
"2009","Marzo","Appenzell Ausserrhoden",10590
"2009","Marzo","Appenzell Innerrhoden",3710
"2009","Marzo","St. Gallen",83863
"2009","Marzo","Graubünden / Grigioni / Grischun",674679
"2009","Marzo","Aargau",59347
"2009","Marzo","Thurgau",27243
"2009","Marzo","Ticino",134766
"2009","Marzo","Vaud",200219
"2009","Marzo","Valais / Wallis",495419
"2009","Marzo","Neuchâtel",17794
"2009","Marzo","Genève",232866
"2009","Marzo","Jura",4963
"2009","Aprile","Schweiz",2444733
"2009","Aprile","Zürich",307966
"2009","Aprile","Bern / Berne",302876
"2009","Aprile","Luzern",120171
"2009","Aprile","Uri",13193
"2009","Aprile","Schwyz",44292
"2009","Aprile","Obwalden",40009
"2009","Aprile","Nidwalden",13821
"2009","Aprile","Glarus",8996
"2009","Aprile","Zug",19669
"2009","Aprile","Fribourg / Freiburg",28577
"2009","Aprile","Solothurn",26741
"2009","Aprile","Basel-Stadt",73511
"2009","Aprile","Basel-Landschaft",19321
"2009","Aprile","Schaffhausen",8483
"2009","Aprile","Appenzell Ausserrhoden",13375
"2009","Aprile","Appenzell Innerrhoden",9148
"2009","Aprile","St. Gallen",67788
"2009","Aprile","Graubünden / Grigioni / Grischun",297427
"2009","Aprile","Aargau",55996
"2009","Aprile","Thurgau",30582
"2009","Aprile","Ticino",230935
"2009","Aprile","Vaud",173109
"2009","Aprile","Valais / Wallis",326806
"2009","Aprile","Neuchâtel",16052
"2009","Aprile","Genève",189973
"2009","Aprile","Jura",5916
"2009","Maggio","Schweiz",2438983
"2009","Maggio","Zürich",350618
"2009","Maggio","Bern / Berne",352029
"2009","Maggio","Luzern",155267
"2009","Maggio","Uri",14662
"2009","Maggio","Schwyz",55668
"2009","Maggio","Obwalden",55565
"2009","Maggio","Nidwalden",19062
"2009","Maggio","Glarus",8826
"2009","Maggio","Zug",23060
"2009","Maggio","Fribourg / Freiburg",37305
"2009","Maggio","Solothurn",32038
"2009","Maggio","Basel-Stadt",77242
"2009","Maggio","Basel-Landschaft",18348
"2009","Maggio","Schaffhausen",12050
"2009","Maggio","Appenzell Ausserrhoden",14898
"2009","Maggio","Appenzell Innerrhoden",15369
"2009","Maggio","St. Gallen",81843
"2009","Maggio","Graubünden / Grigioni / Grischun",140470
"2009","Maggio","Aargau",59708
"2009","Maggio","Thurgau",39032
"2009","Maggio","Ticino",279376
"2009","Maggio","Vaud",201111
"2009","Maggio","Valais / Wallis",133113
"2009","Maggio","Neuchâtel",22445
"2009","Maggio","Genève",230497
"2009","Maggio","Jura",9381
"2009","Giugno","Schweiz",3033834
"2009","Giugno","Zürich",371496
"2009","Giugno","Bern / Berne",446479
"2009","Giugno","Luzern",163309
"2009","Giugno","Uri",27882
"2009","Giugno","Schwyz",56766
"2009","Giugno","Obwalden",55871
"2009","Giugno","Nidwalden",19324
"2009","Giugno","Glarus",12599
"2009","Giugno","Zug",22367
"2009","Giugno","Fribourg / Freiburg",36187
"2009","Giugno","Solothurn",33952
"2009","Giugno","Basel-Stadt",96165
"2009","Giugno","Basel-Landschaft",22313
"2009","Giugno","Schaffhausen",13095
"2009","Giugno","Appenzell Ausserrhoden",15204
"2009","Giugno","Appenzell Innerrhoden",18065
"2009","Giugno","St. Gallen",92837
"2009","Giugno","Graubünden / Grigioni / Grischun",376757
"2009","Giugno","Aargau",63124
"2009","Giugno","Thurgau",40729
"2009","Giugno","Ticino",279123
"2009","Giugno","Vaud",230054
"2009","Giugno","Valais / Wallis",258421
"2009","Giugno","Neuchâtel",21406
"2009","Giugno","Genève",250886
"2009","Giugno","Jura",9423
"2009","Luglio","Schweiz",4070370
"2009","Luglio","Zürich",384712
"2009","Luglio","Bern / Berne",597737
"2009","Luglio","Luzern",200125
"2009","Luglio","Uri",42187
"2009","Luglio","Schwyz",69209
"2009","Luglio","Obwalden",71022
"2009","Luglio","Nidwalden",29538
"2009","Luglio","Glarus",18110
"2009","Luglio","Zug",24619
"2009","Luglio","Fribourg / Freiburg",48165
"2009","Luglio","Solothurn",35905
"2009","Luglio","Basel-Stadt",93647
"2009","Luglio","Basel-Landschaft",20993
"2009","Luglio","Schaffhausen",11909
"2009","Luglio","Appenzell Ausserrhoden",17696
"2009","Luglio","Appenzell Innerrhoden",24657
"2009","Luglio","St. Gallen",99955
"2009","Luglio","Graubünden / Grigioni / Grischun",664744
"2009","Luglio","Aargau",54426
"2009","Luglio","Thurgau",45448
"2009","Luglio","Ticino",413547
"2009","Luglio","Vaud",291789
"2009","Luglio","Valais / Wallis",511434
"2009","Luglio","Neuchâtel",24358
"2009","Luglio","Genève",262870
"2009","Luglio","Jura",11568
"2009","Agosto","Schweiz",4156948
"2009","Agosto","Zürich",394746
"2009","Agosto","Bern / Berne",633948
"2009","Agosto","Luzern",208682
"2009","Agosto","Uri",40150
"2009","Agosto","Schwyz",73576
"2009","Agosto","Obwalden",73308
"2009","Agosto","Nidwalden",29065
"2009","Agosto","Glarus",16580
"2009","Agosto","Zug",24783
"2009","Agosto","Fribourg / Freiburg",49152
"2009","Agosto","Solothurn",35826
"2009","Agosto","Basel-Stadt",95630
"2009","Agosto","Basel-Landschaft",22600
"2009","Agosto","Schaffhausen",14439
"2009","Agosto","Appenzell Ausserrhoden",19884
"2009","Agosto","Appenzell Innerrhoden",30030
"2009","Agosto","St. Gallen",111376
"2009","Agosto","Graubünden / Grigioni / Grischun",696399
"2009","Agosto","Aargau",64256
"2009","Agosto","Thurgau",49050
"2009","Agosto","Ticino",380190
"2009","Agosto","Vaud",283070
"2009","Agosto","Valais / Wallis",525847
"2009","Agosto","Neuchâtel",26677
"2009","Agosto","Genève",245818
"2009","Agosto","Jura",11866
"2009","Settembre","Schweiz",3415644
"2009","Settembre","Zürich",385964
"2009","Settembre","Bern / Berne",482076
"2009","Settembre","Luzern",177738
"2009","Settembre","Uri",30552
"2009","Settembre","Schwyz",62138
"2009","Settembre","Obwalden",58446
"2009","Settembre","Nidwalden",22160
"2009","Settembre","Glarus",13787
"2009","Settembre","Zug",25096
"2009","Settembre","Fribourg / Freiburg",41704
"2009","Settembre","Solothurn",35881
"2009","Settembre","Basel-Stadt",100259
"2009","Settembre","Basel-Landschaft",24130
"2009","Settembre","Schaffhausen",13566
"2009","Settembre","Appenzell Ausserrhoden",18322
"2009","Settembre","Appenzell Innerrhoden",25577
"2009","Settembre","St. Gallen",96564
"2009","Settembre","Graubünden / Grigioni / Grischun",497692
"2009","Settembre","Aargau",64765
"2009","Settembre","Thurgau",42063
"2009","Settembre","Ticino",319589
"2009","Settembre","Vaud",240740
"2009","Settembre","Valais / Wallis",359713
"2009","Settembre","Neuchâtel",24896
"2009","Settembre","Genève",242711
"2009","Settembre","Jura",9515
"2009","Ottobre","Schweiz",2645745
"2009","Ottobre","Zürich",355785
"2009","Ottobre","Bern / Berne",335326
"2009","Ottobre","Luzern",134161
"2009","Ottobre","Uri",14542
"2009","Ottobre","Schwyz",55938
"2009","Ottobre","Obwalden",34352
"2009","Ottobre","Nidwalden",15079
"2009","Ottobre","Glarus",11712
"2009","Ottobre","Zug",23170
"2009","Ottobre","Fribourg / Freiburg",34946
"2009","Ottobre","Solothurn",29809
"2009","Ottobre","Basel-Stadt",91580
"2009","Ottobre","Basel-Landschaft",21471
"2009","Ottobre","Schaffhausen",10365
"2009","Ottobre","Appenzell Ausserrhoden",15097
"2009","Ottobre","Appenzell Innerrhoden",17072
"2009","Ottobre","St. Gallen",95745
"2009","Ottobre","Graubünden / Grigioni / Grischun",301133
"2009","Ottobre","Aargau",60205
"2009","Ottobre","Thurgau",32108
"2009","Ottobre","Ticino",283419
"2009","Ottobre","Vaud",185709
"2009","Ottobre","Valais / Wallis",217147
"2009","Ottobre","Neuchâtel",20103
"2009","Ottobre","Genève",241123
"2009","Ottobre","Jura",8648
"2009","Novembre","Schweiz",1696201
"2009","Novembre","Zürich",317397
"2009","Novembre","Bern / Berne",179187
"2009","Novembre","Luzern",94551
"2009","Novembre","Uri",5807
"2009","Novembre","Schwyz",34211
"2009","Novembre","Obwalden",11558
"2009","Novembre","Nidwalden",8222
"2009","Novembre","Glarus",5794
"2009","Novembre","Zug",19755
"2009","Novembre","Fribourg / Freiburg",24400
"2009","Novembre","Solothurn",29381
"2009","Novembre","Basel-Stadt",100918
"2009","Novembre","Basel-Landschaft",20886
"2009","Novembre","Schaffhausen",7101
"2009","Novembre","Appenzell Ausserrhoden",8854
"2009","Novembre","Appenzell Innerrhoden",5880
"2009","Novembre","St. Gallen",65770
"2009","Novembre","Graubünden / Grigioni / Grischun",86770
"2009","Novembre","Aargau",58459
"2009","Novembre","Thurgau",25422
"2009","Novembre","Ticino",89135
"2009","Novembre","Vaud",150194
"2009","Novembre","Valais / Wallis",104449
"2009","Novembre","Neuchâtel",15080
"2009","Novembre","Genève",221181
"2009","Novembre","Jura",5839
"2009","Dicembre","Schweiz",2507384
"2009","Dicembre","Zürich",305630
"2009","Dicembre","Bern / Berne",314086
"2009","Dicembre","Luzern",108730
"2009","Dicembre","Uri",11989
"2009","Dicembre","Schwyz",37781
"2009","Dicembre","Obwalden",38432
"2009","Dicembre","Nidwalden",11456
"2009","Dicembre","Glarus",9049
"2009","Dicembre","Zug",16513
"2009","Dicembre","Fribourg / Freiburg",22706
"2009","Dicembre","Solothurn",20637
"2009","Dicembre","Basel-Stadt",72029
"2009","Dicembre","Basel-Landschaft",14181
"2009","Dicembre","Schaffhausen",5330
"2009","Dicembre","Appenzell Ausserrhoden",9559
"2009","Dicembre","Appenzell Innerrhoden",7599
"2009","Dicembre","St. Gallen",71057
"2009","Dicembre","Graubünden / Grigioni / Grischun",561662
"2009","Dicembre","Aargau",44327
"2009","Dicembre","Thurgau",20253
"2009","Dicembre","Ticino",72028
"2009","Dicembre","Vaud",161497
"2009","Dicembre","Valais / Wallis",370745
"2009","Dicembre","Neuchâtel",11562
"2009","Dicembre","Genève",184649
"2009","Dicembre","Jura",3897
"2010","Gennaio","Schweiz",2824863
"2010","Gennaio","Zürich",289338
"2010","Gennaio","Bern / Berne",388878
"2010","Gennaio","Luzern",84102
"2010","Gennaio","Uri",15395
"2010","Gennaio","Schwyz",37612
"2010","Gennaio","Obwalden",49178
"2010","Gennaio","Nidwalden",12904
"2010","Gennaio","Glarus",12619
"2010","Gennaio","Zug",17099
"2010","Gennaio","Fribourg / Freiburg",20088
"2010","Gennaio","Solothurn",22135
"2010","Gennaio","Basel-Stadt",74907
"2010","Gennaio","Basel-Landschaft",15320
"2010","Gennaio","Schaffhausen",5181
"2010","Gennaio","Appenzell Ausserrhoden",6822
"2010","Gennaio","Appenzell Innerrhoden",6506
"2010","Gennaio","St. Gallen",78585
"2010","Gennaio","Graubünden / Grigioni / Grischun",725818
"2010","Gennaio","Aargau",43277
"2010","Gennaio","Thurgau",18843
"2010","Gennaio","Ticino",59744
"2010","Gennaio","Vaud",171068
"2010","Gennaio","Valais / Wallis",459197
"2010","Gennaio","Neuchâtel",13015
"2010","Gennaio","Genève",193776
"2010","Gennaio","Jura",3456
"2010","Febbraio","Schweiz",3257066
"2010","Febbraio","Zürich",273187
"2010","Febbraio","Bern / Berne",471739
"2010","Febbraio","Luzern",95700
"2010","Febbraio","Uri",20922
"2010","Febbraio","Schwyz",48460
"2010","Febbraio","Obwalden",59803
"2010","Febbraio","Nidwalden",15675
"2010","Febbraio","Glarus",19889
"2010","Febbraio","Zug",18097
"2010","Febbraio","Fribourg / Freiburg",23916
"2010","Febbraio","Solothurn",21574
"2010","Febbraio","Basel-Stadt",81305
"2010","Febbraio","Basel-Landschaft",18965
"2010","Febbraio","Schaffhausen",5426
"2010","Febbraio","Appenzell Ausserrhoden",8680
"2010","Febbraio","Appenzell Innerrhoden",5490
"2010","Febbraio","St. Gallen",96222
"2010","Febbraio","Graubünden / Grigioni / Grischun",848204
"2010","Febbraio","Aargau",46961
"2010","Febbraio","Thurgau",21538
"2010","Febbraio","Ticino",65868
"2010","Febbraio","Vaud",197498
"2010","Febbraio","Valais / Wallis",580468
"2010","Febbraio","Neuchâtel",14243
"2010","Febbraio","Genève",192992
"2010","Febbraio","Jura",4244
"2010","Marzo","Schweiz",3249889
"2010","Marzo","Zürich",347226
"2010","Marzo","Bern / Berne",393327
"2010","Marzo","Luzern",112823
"2010","Marzo","Uri",19438
"2010","Marzo","Schwyz",40834
"2010","Marzo","Obwalden",51279
"2010","Marzo","Nidwalden",14359
"2010","Marzo","Glarus",12062
"2010","Marzo","Zug",22397
"2010","Marzo","Fribourg / Freiburg",26110
"2010","Marzo","Solothurn",28236
"2010","Marzo","Basel-Stadt",99446
"2010","Marzo","Basel-Landschaft",27533
"2010","Marzo","Schaffhausen",8021
"2010","Marzo","Appenzell Ausserrhoden",9682
"2010","Marzo","Appenzell Innerrhoden",5812
"2010","Marzo","St. Gallen",85255
"2010","Marzo","Graubünden / Grigioni / Grischun",725084
"2010","Marzo","Aargau",59657
"2010","Marzo","Thurgau",27663
"2010","Marzo","Ticino",126367
"2010","Marzo","Vaud",213038
"2010","Marzo","Valais / Wallis",516241
"2010","Marzo","Neuchâtel",16429
"2010","Marzo","Genève",257171
"2010","Marzo","Jura",4399
"2010","Aprile","Schweiz",2397071
"2010","Aprile","Zürich",320181
"2010","Aprile","Bern / Berne",276096
"2010","Aprile","Luzern",120772
"2010","Aprile","Uri",13073
"2010","Aprile","Schwyz",46669
"2010","Aprile","Obwalden",37501
"2010","Aprile","Nidwalden",14250
"2010","Aprile","Glarus",8546
"2010","Aprile","Zug",20799
"2010","Aprile","Fribourg / Freiburg",28638
"2010","Aprile","Solothurn",27178
"2010","Aprile","Basel-Stadt",78129
"2010","Aprile","Basel-Landschaft",18699
"2010","Aprile","Schaffhausen",8162
"2010","Aprile","Appenzell Ausserrhoden",11942
"2010","Aprile","Appenzell Innerrhoden",9330
"2010","Aprile","St. Gallen",73296
"2010","Aprile","Graubünden / Grigioni / Grischun",262600
"2010","Aprile","Aargau",53644
"2010","Aprile","Thurgau",31090
"2010","Aprile","Ticino",235685
"2010","Aprile","Vaud",174721
"2010","Aprile","Valais / Wallis",298368
"2010","Aprile","Neuchâtel",18198
"2010","Aprile","Genève",203383
"2010","Aprile","Jura",6121
"2010","Maggio","Schweiz",2517362
"2010","Maggio","Zürich",375361
"2010","Maggio","Bern / Berne",339468
"2010","Maggio","Luzern",164748
"2010","Maggio","Uri",13995
"2010","Maggio","Schwyz",59105
"2010","Maggio","Obwalden",58468
"2010","Maggio","Nidwalden",19980
"2010","Maggio","Glarus",10638
"2010","Maggio","Zug",25368
"2010","Maggio","Fribourg / Freiburg",37201
"2010","Maggio","Solothurn",33149
"2010","Maggio","Basel-Stadt",87204
"2010","Maggio","Basel-Landschaft",21504
"2010","Maggio","Schaffhausen",12191
"2010","Maggio","Appenzell Ausserrhoden",14989
"2010","Maggio","Appenzell Innerrhoden",14799
"2010","Maggio","St. Gallen",88439
"2010","Maggio","Graubünden / Grigioni / Grischun",154644
"2010","Maggio","Aargau",59507
"2010","Maggio","Thurgau",40504
"2010","Maggio","Ticino",265073
"2010","Maggio","Vaud",217187
"2010","Maggio","Valais / Wallis",130569
"2010","Maggio","Neuchâtel",22101
"2010","Maggio","Genève",242547
"2010","Maggio","Jura",8623
"2010","Giugno","Schweiz",3222920
"2010","Giugno","Zürich",415931
"2010","Giugno","Bern / Berne",481082
"2010","Giugno","Luzern",191559
"2010","Giugno","Uri",28056
"2010","Giugno","Schwyz",65958
"2010","Giugno","Obwalden",67651
"2010","Giugno","Nidwalden",23283
"2010","Giugno","Glarus",12349
"2010","Giugno","Zug",26165
"2010","Giugno","Fribourg / Freiburg",38844
"2010","Giugno","Solothurn",36568
"2010","Giugno","Basel-Stadt",101637
"2010","Giugno","Basel-Landschaft",25072
"2010","Giugno","Schaffhausen",13038
"2010","Giugno","Appenzell Ausserrhoden",15060
"2010","Giugno","Appenzell Innerrhoden",18127
"2010","Giugno","St. Gallen",98521
"2010","Giugno","Graubünden / Grigioni / Grischun",361006
"2010","Giugno","Aargau",65071
"2010","Giugno","Thurgau",43127
"2010","Giugno","Ticino",272619
"2010","Giugno","Vaud",251763
"2010","Giugno","Valais / Wallis",260484
"2010","Giugno","Neuchâtel",23895
"2010","Giugno","Genève",277285
"2010","Giugno","Jura",8769
"2010","Luglio","Schweiz",4279435
"2010","Luglio","Zürich",437700
"2010","Luglio","Bern / Berne",633629
"2010","Luglio","Luzern",219842
"2010","Luglio","Uri",42335
"2010","Luglio","Schwyz",74173
"2010","Luglio","Obwalden",78334
"2010","Luglio","Nidwalden",28321
"2010","Luglio","Glarus",16551
"2010","Luglio","Zug",26267
"2010","Luglio","Fribourg / Freiburg",48381
"2010","Luglio","Solothurn",39805
"2010","Luglio","Basel-Stadt",92372
"2010","Luglio","Basel-Landschaft",21500
"2010","Luglio","Schaffhausen",13879
"2010","Luglio","Appenzell Ausserrhoden",16501
"2010","Luglio","Appenzell Innerrhoden",24534
"2010","Luglio","St. Gallen",110434
"2010","Luglio","Graubünden / Grigioni / Grischun",681760
"2010","Luglio","Aargau",60907
"2010","Luglio","Thurgau",46215
"2010","Luglio","Ticino",402542
"2010","Luglio","Vaud",310282
"2010","Luglio","Valais / Wallis",517349
"2010","Luglio","Neuchâtel",26926
"2010","Luglio","Genève",298366
"2010","Luglio","Jura",10530
"2010","Agosto","Schweiz",4117394
"2010","Agosto","Zürich",426906
"2010","Agosto","Bern / Berne",623852
"2010","Agosto","Luzern",209323
"2010","Agosto","Uri",38374
"2010","Agosto","Schwyz",78900
"2010","Agosto","Obwalden",76771
"2010","Agosto","Nidwalden",27642
"2010","Agosto","Glarus",17094
"2010","Agosto","Zug",27387
"2010","Agosto","Fribourg / Freiburg",48180
"2010","Agosto","Solothurn",36493
"2010","Agosto","Basel-Stadt",88635
"2010","Agosto","Basel-Landschaft",24993
"2010","Agosto","Schaffhausen",15260
"2010","Agosto","Appenzell Ausserrhoden",17699
"2010","Agosto","Appenzell Innerrhoden",25688
"2010","Agosto","St. Gallen",121186
"2010","Agosto","Graubünden / Grigioni / Grischun",674556
"2010","Agosto","Aargau",60773
"2010","Agosto","Thurgau",50381
"2010","Agosto","Ticino",371755
"2010","Agosto","Vaud",284002
"2010","Agosto","Valais / Wallis",501963
"2010","Agosto","Neuchâtel",28087
"2010","Agosto","Genève",230693
"2010","Agosto","Jura",10801
"2010","Settembre","Schweiz",3461857
"2010","Settembre","Zürich",426509
"2010","Settembre","Bern / Berne",492682
"2010","Settembre","Luzern",194460
"2010","Settembre","Uri",26916
"2010","Settembre","Schwyz",66563
"2010","Settembre","Obwalden",62854
"2010","Settembre","Nidwalden",22630
"2010","Settembre","Glarus",12026
"2010","Settembre","Zug",25765
"2010","Settembre","Fribourg / Freiburg",43789
"2010","Settembre","Solothurn",37217
"2010","Settembre","Basel-Stadt",97312
"2010","Settembre","Basel-Landschaft",25971
"2010","Settembre","Schaffhausen",13856
"2010","Settembre","Appenzell Ausserrhoden",17239
"2010","Settembre","Appenzell Innerrhoden",23391
"2010","Settembre","St. Gallen",102638
"2010","Settembre","Graubünden / Grigioni / Grischun",469650
"2010","Settembre","Aargau",66210
"2010","Settembre","Thurgau",46120
"2010","Settembre","Ticino",294443
"2010","Settembre","Vaud",251438
"2010","Settembre","Valais / Wallis",345196
"2010","Settembre","Neuchâtel",24753
"2010","Settembre","Genève",262952
"2010","Settembre","Jura",9277
"2010","Ottobre","Schweiz",2678652
"2010","Ottobre","Zürich",380625
"2010","Ottobre","Bern / Berne",339784
"2010","Ottobre","Luzern",149341
"2010","Ottobre","Uri",12595
"2010","Ottobre","Schwyz",56365
"2010","Ottobre","Obwalden",35884
"2010","Ottobre","Nidwalden",13895
"2010","Ottobre","Glarus",12045
"2010","Ottobre","Zug",24675
"2010","Ottobre","Fribourg / Freiburg",37638
"2010","Ottobre","Solothurn",32718
"2010","Ottobre","Basel-Stadt",95805
"2010","Ottobre","Basel-Landschaft",24642
"2010","Ottobre","Schaffhausen",10899
"2010","Ottobre","Appenzell Ausserrhoden",14338
"2010","Ottobre","Appenzell Innerrhoden",17961
"2010","Ottobre","St. Gallen",91946
"2010","Ottobre","Graubünden / Grigioni / Grischun",297118
"2010","Ottobre","Aargau",62065
"2010","Ottobre","Thurgau",34232
"2010","Ottobre","Ticino",244097
"2010","Ottobre","Vaud",209979
"2010","Ottobre","Valais / Wallis",217064
"2010","Ottobre","Neuchâtel",21617
"2010","Ottobre","Genève",232350
"2010","Ottobre","Jura",8974
"2010","Novembre","Schweiz",1776454
"2010","Novembre","Zürich",345394
"2010","Novembre","Bern / Berne",192154
"2010","Novembre","Luzern",101009
"2010","Novembre","Uri",4942
"2010","Novembre","Schwyz",35993
"2010","Novembre","Obwalden",14415
"2010","Novembre","Nidwalden",8332
"2010","Novembre","Glarus",6660
"2010","Novembre","Zug",23283
"2010","Novembre","Fribourg / Freiburg",26981
"2010","Novembre","Solothurn",30206
"2010","Novembre","Basel-Stadt",94230
"2010","Novembre","Basel-Landschaft",22944
"2010","Novembre","Schaffhausen",7813
"2010","Novembre","Appenzell Ausserrhoden",9653
"2010","Novembre","Appenzell Innerrhoden",6113
"2010","Novembre","St. Gallen",66785
"2010","Novembre","Graubünden / Grigioni / Grischun",91696
"2010","Novembre","Aargau",59840
"2010","Novembre","Thurgau",28811
"2010","Novembre","Ticino",83236
"2010","Novembre","Vaud",164629
"2010","Novembre","Valais / Wallis",106813
"2010","Novembre","Neuchâtel",14733
"2010","Novembre","Genève",223966
"2010","Novembre","Jura",5823
"2010","Dicembre","Schweiz",2424849
"2010","Dicembre","Zürich",321837
"2010","Dicembre","Bern / Berne",299400
"2010","Dicembre","Luzern",101874
"2010","Dicembre","Uri",10449
"2010","Dicembre","Schwyz",34991
"2010","Dicembre","Obwalden",35648
"2010","Dicembre","Nidwalden",11377
"2010","Dicembre","Glarus",7271
"2010","Dicembre","Zug",18500
"2010","Dicembre","Fribourg / Freiburg",23330
"2010","Dicembre","Solothurn",22007
"2010","Dicembre","Basel-Stadt",80099
"2010","Dicembre","Basel-Landschaft",16374
"2010","Dicembre","Schaffhausen",6851
"2010","Dicembre","Appenzell Ausserrhoden",9223
"2010","Dicembre","Appenzell Innerrhoden",7446
"2010","Dicembre","St. Gallen",74490
"2010","Dicembre","Graubünden / Grigioni / Grischun",515319
"2010","Dicembre","Aargau",48276
"2010","Dicembre","Thurgau",22098
"2010","Dicembre","Ticino",65735
"2010","Dicembre","Vaud",161129
"2010","Dicembre","Valais / Wallis",330897
"2010","Dicembre","Neuchâtel",11655
"2010","Dicembre","Genève",185041
"2010","Dicembre","Jura",3532
"2011","Gennaio","Schweiz",2884526
"2011","Gennaio","Zürich",292249
"2011","Gennaio","Bern / Berne",401458
"2011","Gennaio","Luzern",80791
"2011","Gennaio","Uri",16265
"2011","Gennaio","Schwyz",39916
"2011","Gennaio","Obwalden",47905
"2011","Gennaio","Nidwalden",11481
"2011","Gennaio","Glarus",10776
"2011","Gennaio","Zug",22061
"2011","Gennaio","Fribourg / Freiburg",23964
"2011","Gennaio","Solothurn",21953
"2011","Gennaio","Basel-Stadt",68723
